name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,count0,count0.25,count0.5,count1,count2,Count4,Combined_score_1,attack,defense,base_happiness,hp,special_attack,special_defense,speed,capture_rate,cap_rate_normalized,Combined_score_2,classfication,experience_growth,height,japanese_name,percentage_male,pokedex_number,type1,type2,weight_kg,generation,is_legendary
Manaphy,['Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,100,100,70,100,100,100,100,3,209.5903274,886.667,Seafaring Pokémon,1250000,0.3,Manaphyマナフィ,,490,water,,1.4,4,1
Darkrai,['Bad Dreams'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,1,0,2,12,3,0,102,90,90,0,70,135,90,125,3,209.5903274,816.667,Pitch-Black Pokémon,1250000,1.5,Darkraiダークライ,,491,dark,,50.5,4,1
Shaymin,"['Natural Cure', 'Serene Grace']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,103,75,100,100,120,75,127,45,60.48829123,715,Gratitude Pokémon,1059860,0.2,Shaymin (sky Forme)シェイミ,,492,grass,grass,2.1,4,1
Arceus,['Multitype'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,120,120,0,120,120,120,120,3,209.5903274,953.333,Alpha Pokémon,1250000,3.2,Arceusアルセウス,,493,normal,,320,4,1
Victini,['Victory Star'],1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,0,0,7,6,5,0,90,100,100,100,100,100,100,100,3,209.5903274,933.333,Victory Pokémon,1250000,0.4,Victiniビクティニ,,494,psychic,fire,4,5,1
Snivy,"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,45,55,70,45,45,55,63,45,60.48829123,393.556,Grass Snake Pokémon,1059860,0.6,Tsutarjaツタージャ,88.1,495,grass,,8.1,5,0
Servine,"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,60,75,70,60,60,75,83,45,60.48829123,498.556,Grass Snake Pokémon,1059860,0.8,Janovyジャノビー,88.1,496,grass,,16,5,0
Serperior,"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,75,95,70,75,75,95,113,45,60.48829123,613.556,Regal Pokémon,1059860,3.3,Jalordaジャローダ,88.1,497,grass,,63,5,0
Tepig,"['Blaze', 'Thick Fat']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,0,0,6,9,3,0,90,63,45,70,65,45,45,45,45,60.48829123,394.111,Fire Pig Pokémon,1059860,0.5,Pokabuポカブ,88.1,498,fire,,9.9,5,0
Pignite,"['Blaze', 'Thick Fat']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,0,1,5,8,4,0,96,93,55,70,90,70,55,55,45,60.48829123,504.667,Fire Pig Pokémon,1059860,1,Chaobooチャオブー,88.1,499,fire,fighting,55.5,5,0
Emboar,"['Blaze', 'Reckless']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,0,1,5,8,4,0,96,123,65,70,110,100,65,65,45,60.48829123,614.667,Mega Fire Pig Pokémon,1059860,1.6,Enbuohエンブオー,88.1,500,fire,fighting,150,5,0
Oshawott,"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,55,45,70,55,63,45,45,45,60.48829123,394.667,Sea Otter Pokémon,1059860,0.5,Mijumaruミジュマル,88.1,501,water,,5.9,5,0
Dewott,"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,75,60,70,75,83,60,60,45,60.48829123,499.667,Discipline Pokémon,1059860,0.8,Futachimaruフタチマル,88.1,502,water,,24.5,5,0
Samurott,"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,100,85,70,95,108,70,70,45,60.48829123,614.667,Formidable Pokémon,1059860,1.5,Daikenkiダイケンキ,88.1,503,water,,94.6,5,0
Patrat,"['Run Away', 'Keen Eye', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,55,39,70,45,35,39,42,255,41.55343044,327.941,Scout Pokémon,1000000,0.5,Minezumiミネズミ,50,504,normal,,11.6,5,0
Watchog,"['Illuminate', 'Keen Eye', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,85,69,70,60,60,69,77,255,41.55343044,492.941,Lookout Pokémon,1000000,1.1,Miruhogミルホッグ,50,505,normal,,27,5,0
Lillipup,"['Vital Spirit', 'Pickup', 'Run Away']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,60,45,70,45,25,45,55,255,41.55343044,347.941,Puppy Pokémon,1059860,0.4,Yorterrieヨーテリー,50,506,normal,,4.1,5,0
Herdier,"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,80,65,70,65,35,65,60,120,48.09585513,446.25,Loyal Dog Pokémon,1059860,0.9,Herderrieハーデリア,50,507,normal,,14.7,5,0
Stoutland,"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,110,90,70,85,45,90,80,45,60.48829123,586.667,Big-Hearted Pokémon,1059860,1.2,Moolandムーランド,50,508,normal,,61,5,0
Purrloin,"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,1,0,2,12,3,0,102,50,37,70,41,50,37,66,255,41.55343044,353.941,Devious Pokémon,1000000,0.4,Choronekoチョロネコ,50,509,dark,,10.1,5,0
Liepard,"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,1,0,2,12,3,0,102,88,50,70,64,88,50,106,90,51.17072191,524.333,Cruel Pokémon,1000000,1.1,Lepardasレパルダス,50,510,dark,,37.5,5,0
Pansage,"['Gluttony', 'Overgrow']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,53,48,70,50,53,48,64,190,43.88363883,389.947,Grass Monkey Pokémon,1000000,0.6,Yanappuヤナップ,88.1,511,grass,,10.5,5,0
Simisage,"['Gluttony', 'Overgrow']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,98,63,70,75,98,63,101,75,53.33159079,577.667,Thorn Monkey Pokémon,1000000,1.1,Yanakkieヤナッキー,88.1,512,grass,,30.5,5,0
Pansear,"['Gluttony', 'Blaze']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,0,0,6,9,3,0,90,53,48,70,50,53,48,64,190,43.88363883,389.684,High Temp Pokémon,1000000,0.6,Baoppuバオップ,88.1,513,fire,,11,5,0
Simisear,"['Gluttony', 'Blaze']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,0,0,6,9,3,0,90,98,63,70,75,98,63,101,75,53.33159079,577.333,Ember Pokémon,1000000,1,Baokkieバオッキー,88.1,514,fire,,28,5,0
Panpour,"['Gluttony', 'Torrent']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,53,48,70,50,53,48,64,190,43.88363883,389.684,Spray Pokémon,1000000,0.6,Hiyappuヒヤップ,88.1,515,water,,13.5,5,0
Simipour,"['Gluttony', 'Torrent']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,98,63,70,75,98,63,101,75,53.33159079,577.333,Geyser Pokémon,1000000,1,Hiyakkieヒヤッキー,88.1,516,water,,29,5,0
Munna,"['Forewarn', 'Synchronize', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,25,45,70,76,67,55,24,190,43.88363883,365.684,Dream Eater Pokémon,800000,0.6,Munnaムンナ,50,517,psychic,,23.3,5,0
Musharna,"['Forewarn', 'Synchronize', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,55,85,70,116,107,95,29,75,53.33159079,566,Drowsing Pokémon,800000,1.1,Musharnaムシャーナ,50,518,psychic,,60.5,5,0
Pidove,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,2,0,2,11,3,0,130,55,50,70,50,36,30,43,255,41.55343044,336.549,Tiny Pigeon Pokémon,1059860,0.3,Mamepatoマメパト,50,519,normal,flying,2.1,5,0
Tranquill,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,2,0,2,11,3,0,130,77,62,70,62,50,42,65,120,48.09585513,433.417,Wild Pigeon Pokémon,1059860,0.6,Hatobohハトーボー,50,520,normal,flying,15,5,0
Unfezant,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,2,0,2,11,3,0,130,115,80,70,80,65,55,93,45,60.48829123,572.444,Proud Pokémon,1059860,1.2,Kenhallowケンホロウ,50,521,normal,flying,29,5,0
Blitzle,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,0,0,3,14,1,0,82,60,32,70,45,50,32,76,190,43.88363883,368.421,Electrified Pokémon,1000000,0.8,Shimamaシママ,50,522,electric,,29.8,5,0
Zebstrika,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,0,0,3,14,1,0,82,100,63,70,75,80,63,116,75,53.33159079,575.667,Thunderbolt Pokémon,1000000,1.6,Zebraikaゼブライカ,50,523,electric,,79.5,5,0
Roggenrola,"['Sturdy', 'Weak Armor', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,0,0,4,9,5,0,78,75,85,70,55,25,25,15,255,41.55343044,352.451,Mantle Pokémon,1059860,0.4,Dangoroダンゴロ,50,524,rock,,18,5,0
Boldore,"['Sturdy', 'Weak Armor', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,0,0,4,9,5,0,78,105,105,70,70,50,40,20,120,48.09585513,465,Ore Pokémon,1059860,0.9,Gantleガントル,50,525,rock,,102,5,0
Gigalith,"['Sturdy', 'Sand Stream', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,0,0,4,9,5,0,78,135,130,70,85,60,80,25,45,60.48829123,598.333,Compressed Pokémon,1059860,1.7,Gigaiathギガイアス,50,526,rock,,260,5,0
Woobat,"['Unaware', 'Klutz', 'Simple']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,1,1,2,9,5,0,110,45,43,70,65,55,43,72,190,43.88363883,396.158,Bat Pokémon,1000000,0.4,Koromoriコロモリ,50,527,psychic,flying,2.1,5,0
Swoobat,"['Unaware', 'Klutz', 'Simple']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,1,1,2,9,5,0,110,57,55,70,67,77,55,114,45,60.48829123,508.333,Courting Pokémon,1000000,0.9,Kokoromoriココロモリ,50,528,psychic,flying,10.5,5,0
Drilbur,"['Sand Rush', 'Sand Force', 'Mold Breaker']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,1,0,2,12,3,0,102,85,40,70,60,30,45,68,120,48.09585513,403,Mole Pokémon,1000000,0.3,Mogurewモグリュー,50,529,ground,,8.5,5,0
Excadrill,"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,2,1,7,4,4,0,160,135,60,70,110,50,65,88,60,56.23818558,588,Subterrene Pokémon,1000000,0.7,Doryuzuドリュウズ,50,530,ground,steel,40.4,5,0
Audino,"['Healer', 'Regenerator', 'Klutz']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,60,126,70,103,80,126,50,255,41.55343044,617.353,Hearing Pokémon,800000,1.1,Tabunneタブンネ,50,531,normal,,31,5,0
Timburr,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,0,0,3,12,3,0,78,80,55,70,75,25,35,35,180,44.34053968,378.333,Muscular Pokémon,1059860,0.6,Dokkorerドッコラー,75.4,532,fighting,,12.5,5,0
Gurdurr,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,0,0,3,12,3,0,78,105,85,70,85,40,50,40,90,51.17072191,481.667,Muscular Pokémon,1059860,1.2,Dotekkotsuドテッコツ,75.4,533,fighting,,40,5,0
Conkeldurr,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,0,0,3,12,3,0,78,140,95,70,105,55,65,45,45,60.48829123,588.333,Muscular Pokémon,1059860,1.4,Roubushinローブシン,75.4,534,fighting,,87,5,0
Tympole,"['Swift Swim', 'Hydration', 'Water Absorb']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,50,40,70,50,50,40,64,255,41.55343044,366.353,Tadpole Pokémon,1059860,0.5,Otamaroオタマロ,50,535,water,,4.5,5,0
Palpitoad,"['Swift Swim', 'Hydration', 'Water Absorb']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,1,0,4,12,0,1,113,65,55,70,75,65,55,69,120,48.09585513,459,Vibration Pokémon,1059860,0.8,Gamagaruガマガル,50,536,water,ground,17,5,0
Seismitoad,"['Swift Swim', 'Poison Touch', 'Water Absorb']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,1,0,4,12,0,1,113,95,75,70,105,85,75,74,45,60.48829123,592.333,Vibration Pokémon,1059860,1.5,Gamagerogeガマゲロゲ,50,537,water,ground,62,5,0
Throh,"['Guts', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,0,0,3,12,3,0,78,100,85,70,120,30,85,45,45,60.48829123,548.333,Judo Pokémon,1000000,1.3,Nagekiナゲキ,100,538,fighting,,55.5,5,0
Sawk,"['Sturdy', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,0,0,3,12,3,0,78,125,75,70,75,30,75,85,45,60.48829123,548.333,Karate Pokémon,1000000,1.4,Dagekiダゲキ,100,539,fighting,,51,5,0
Sewaddle,"['Swarm', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,0,2,3,7,4,2,94,53,70,70,45,40,60,42,255,41.55343044,382.353,Sewing Pokémon,1059860,0.3,Kurumiruクルミル,50,540,bug,grass,2.5,5,0
Swadloon,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,0,2,3,7,4,2,94,63,90,70,55,50,80,42,120,48.09585513,455,Leaf-Wrapped Pokémon,1059860,0.5,Kurumayuクルマユ,50,541,bug,grass,7.3,5,0
Leavanny,"['Swarm', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,0,2,3,7,4,2,94,103,80,70,75,70,80,92,45,60.48829123,583.333,Nurturing Pokémon,1059860,1.2,Hahakomoriハハコモリ,50,542,bug,grass,20.5,5,0
Venipede,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,0,2,3,9,4,0,100,45,59,70,30,30,39,57,255,41.55343044,332.353,Centipede Pokémon,1059860,0.4,Fushideフシデ,50,543,bug,poison,5.3,5,0
Whirlipede,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,0,2,3,9,4,0,100,55,99,70,40,40,79,47,120,48.09585513,435,Curlipede Pokémon,1059860,1.2,Wheegaホイーガ,50,544,bug,poison,58.5,5,0
Scolipede,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,0,2,3,9,4,0,100,100,89,70,60,55,69,112,45,60.48829123,568.333,Megapede Pokémon,1059860,2.5,Pendrorペンドラー,50,545,bug,poison,200.5,5,0
Cottonee,"['Prankster', 'Infiltrator', 'Chlorophyll']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,1,0,6,6,4,1,113,27,60,70,40,37,50,66,190,43.88363883,353.158,Cotton Puff Pokémon,1000000,0.3,Monmenモンメン,50,546,grass,fairy,0.6,5,0
Whimsicott,"['Prankster', 'Infiltrator', 'Chlorophyll']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,1,0,6,6,4,1,113,67,85,70,60,77,75,116,75,53.33159079,558,Windveiled Pokémon,1000000,0.7,Elfuunエルフーン,50,547,grass,fairy,6.6,5,0
Petilil,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,35,50,70,45,70,50,30,190,43.88363883,353.158,Bulb Pokémon,1000000,0.5,Churineチュリネ,0,548,grass,,6.6,5,0
Lilligant,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,60,75,70,70,110,75,90,75,53.33159079,558,Flowering Pokémon,1000000,1.1,Dredearドレディア,0,549,grass,,16.3,5,0
Basculin,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,92,65,70,70,80,55,98,25,71.5338279,554,Hostile Pokémon,1000000,1,Bassraoバスラオ,50,550,water,,18,5,0
Sandile,"['Intimidate', 'Moxie', 'Anger Point']",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,2,0,4,6,6,0,132,72,35,70,50,35,35,65,180,44.34053968,365.333,Desert Croc Pokémon,1059860,0.7,Megurocoメグロコ,50,551,ground,dark,15.2,5,0
Krokorok,"['Intimidate', 'Moxie', 'Anger Point']",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,2,0,4,6,6,0,132,82,45,70,60,45,45,74,90,51.17072191,427.667,Desert Croc Pokémon,1059860,1,Waruvileワルビル,50,552,ground,dark,33.4,5,0
Krookodile,"['Intimidate', 'Moxie', 'Anger Point']",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,2,0,4,6,6,0,132,117,80,70,95,65,70,92,45,60.48829123,602.333,Intimidation Pokémon,1059860,1.5,Waruvialワルビアル,50,553,ground,dark,96.3,5,0
Darumaka,"['Hustle', 'Inner Focus']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,0,0,6,9,3,0,90,90,45,70,70,15,45,50,120,48.09585513,390,Zen Charm Pokémon,1059860,0.6,Darumakkaダルマッカ,50,554,fire,,37.5,5,0
Darmanitan,"['Sheer Force', 'Zen Mode']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,0,0,6,9,3,0,90,30,105,70,105,140,105,55,60,56.23818558,620,Blazing Pokémon,1059860,1.3,Hihidarumaヒヒダルマ,50,555,fire,fire,92.9,5,0
Maractus,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,86,67,70,75,106,67,60,255,41.55343044,533.353,Cactus Pokémon,1000000,1,Maracacchiマラカッチ,50,556,grass,,28,5,0
Dwebble,"['Sturdy', 'Shell Armor', 'Weak Armor']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,0,0,2,13,3,0,74,65,85,70,50,35,35,55,190,43.88363883,398.158,Rock Inn Pokémon,1000000,0.3,Ishizumaiイシズマイ,50,557,bug,rock,14.5,5,0
Crustle,"['Sturdy', 'Shell Armor', 'Weak Armor']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,0,0,2,13,3,0,74,105,125,70,70,65,75,45,75,53.33159079,563,Stone Home Pokémon,1000000,1.4,Iwapalaceイワパレス,50,558,bug,rock,200,5,0
Scraggy,"['Shed Skin', 'Moxie', 'Intimidate']",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,1,1,2,11,2,1,113,75,70,35,50,35,70,48,180,44.34053968,386.333,Shedding Pokémon,1000000,0.6,Zurugguズルッグ,50,559,dark,fighting,11.8,5,0
Scrafty,"['Shed Skin', 'Moxie', 'Intimidate']",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,1,1,2,11,2,1,113,90,115,70,65,45,115,58,90,51.17072191,564.667,Hoodlum Pokémon,1000000,1.1,Zuruzukinズルズキン,50,560,dark,fighting,30,5,0
Sigilyph,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,1,1,2,9,5,0,110,58,80,70,72,103,80,97,45,60.48829123,573.333,Avianoid Pokémon,1000000,1.4,Symbolerシンボラー,50,561,psychic,flying,14,5,0
Yamask,['Mummy'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,2,0,2,12,2,0,132,30,85,70,38,55,65,30,190,43.88363883,376.158,Spirit Pokémon,1000000,0.5,Desumasuデスマス,50,562,ghost,,1.5,5,0
Cofagrigus,['Mummy'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,2,0,2,12,2,0,132,50,145,70,58,95,105,30,90,51.17072191,559.667,Coffin Pokémon,1000000,1.7,Desukarnデスカーン,50,563,ghost,,76.5,5,0
Tirtouga,"['Solid Rock', 'Sturdy', 'Swift Swim']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,0,1,4,9,3,1,91,78,103,70,54,53,45,22,45,60.48829123,438.333,Prototurtle Pokémon,1000000,0.7,Protogaプロトーガ,88.1,564,water,rock,16.5,5,0
Carracosta,"['Solid Rock', 'Sturdy', 'Swift Swim']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,0,1,4,9,3,1,91,108,133,70,74,83,65,32,45,60.48829123,578.333,Prototurtle Pokémon,1000000,1.2,Abagouraアバゴーラ,88.1,565,water,rock,81,5,0
Archen,['Defeatist'],0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,1,0,5,7,5,0,110,112,45,70,55,74,45,70,45,60.48829123,484.333,First Bird Pokémon,1000000,0.5,Archenアーケン,88.1,566,rock,flying,9.5,5,0
Archeops,['Defeatist'],0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,1,0,5,7,5,0,110,140,65,70,75,112,65,110,45,60.48829123,650.333,First Bird Pokémon,1000000,1.4,Archeosアーケオス,88.1,567,rock,flying,32,5,0
Trubbish,"['Stench', 'Sticky Hold', 'Aftermath']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,0,0,5,11,2,0,88,50,62,70,50,40,62,65,190,43.88363883,402.158,Trash Bag Pokémon,1000000,0.6,Yabukuronヤブクロン,50,568,poison,,31,5,0
Garbodor,"['Stench', 'Weak Armor', 'Aftermath']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,0,0,5,11,2,0,88,95,82,70,80,60,82,75,60,56.23818558,554,Trash Heap Pokémon,1000000,1.9,Dustdasダストダス,50,569,poison,,107.3,5,0
Zorua,['Illusion'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,1,0,2,12,3,0,102,65,40,70,40,80,40,65,75,53.33159079,408,Tricky Fox Pokémon,1059860,0.7,Zoruaゾロア,88.1,570,dark,,12.5,5,0
Zoroark,['Illusion'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,1,0,2,12,3,0,102,105,60,70,60,120,60,105,45,60.48829123,593.333,Illusion Fox Pokémon,1059860,1.6,Zoroarkゾロアーク,88.1,571,dark,,81.1,5,0
Minccino,"['Cute Charm', 'Technician', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,50,40,70,55,40,40,75,255,41.55343044,372.353,Chinchilla Pokémon,800000,0.4,Chillarmyチラーミィ,24.6,572,normal,,5.8,5,0
Cinccino,"['Cute Charm', 'Technician', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,95,60,70,75,65,60,115,60,56.23818558,550,Scarf Pokémon,800000,0.5,Chillaccinoチラチーノ,24.6,573,normal,,7.5,5,0
Gothita,"['Frisk', 'Competitive', 'Shadow Tag']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,30,50,70,45,55,65,45,200,43.45879897,363,Fixation Pokémon,1059860,0.4,Gothimuゴチム,24.6,574,psychic,,5.8,5,0
Gothorita,"['Frisk', 'Competitive', 'Shadow Tag']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,45,70,70,60,75,85,55,100,50,466,Manipulate Pokémon,1059860,0.7,Gothimiruゴチミル,24.6,575,psychic,,18,5,0
Gothitelle,"['Frisk', 'Competitive', 'Shadow Tag']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,55,95,70,70,95,110,65,50,58.85919101,572,Astral Body Pokémon,1059860,1.5,Gothiruselleゴチルゼル,24.6,576,psychic,,44,5,0
